"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"816","1428052_a_at","Zmym1","68310","ENSMUSG00000043872","zinc finger, MYM domain containing 1"
"817","1426853_at","Set","56086","ENSMUSG00000054766","SET nuclear oncogene"
"818","1419603_at","Ifi204","15951","ENSMUSG00000073489","interferon activated gene 204"
"819","1417527_at","Ap3m2","64933","ENSMUSG00000031539","adaptor-related protein complex 3, mu 2 subunit"
"820","1423919_at","Haus3","231123","ENSMUSG00000079555","HAUS augmin-like complex, subunit 3"
"821","1415677_at","Dhrs1","52585","ENSMUSG00000002332","dehydrogenase/reductase 1"
"822","1434493_at","Rbis","69126","ENSMUSG00000078784","ribosomal biogenesis factor"
"823","1428551_at","Trmt11","73681","ENSMUSG00000019792","tRNA methyltransferase 11"
"824","1448465_at","Nipsnap1","18082","ENSMUSG00000034285","nipsnap homolog 1"
"825","1451574_at","Bcl9","77578","ENSMUSG00000038256","B cell CLL/lymphoma 9"
"826","1456500_at","Aph1b","208117","ENSMUSG00000032375","aph1 homolog B, gamma secretase subunit"
"827","1454658_at","Ilvbl","216136","ENSMUSG00000032763","ilvB (bacterial acetolactate synthase)-like"
"828","1433471_at","Tcf7","21414","ENSMUSG00000000782","transcription factor 7, T cell specific"
"829","1450377_at","Thbs1","21825","ENSMUSG00000040152","thrombospondin 1"
"830","1448230_at","Usp10","22224","ENSMUSG00000031826","ubiquitin specific peptidase 10"
"831","1447999_x_at","Gapdh","14433","ENSMUSG00000057666","glyceraldehyde-3-phosphate dehydrogenase"
"832","1417689_a_at","Pdzk1ip1","67182","ENSMUSG00000028716","PDZK1 interacting protein 1"
"833","1429352_at","Mocos","68591","ENSMUSG00000039616","molybdenum cofactor sulfurase"
"834","1424471_at","Rapgef3","223864","ENSMUSG00000022469","Rap guanine nucleotide exchange factor (GEF) 3"
"835","1450934_at","Eif4a2","13682","ENSMUSG00000022884","eukaryotic translation initiation factor 4A2"
"836","1434705_at","Ctbp2","13017","ENSMUSG00000030970","C-terminal binding protein 2"
"837","1433811_at","Mllt6","246198","ENSMUSG00000038437","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6"
"838","1433718_a_at","Cbx1","12412","ENSMUSG00000018666","chromobox 1"
"839","1451339_at","Suox","211389","ENSMUSG00000049858","sulfite oxidase"
"840","1419311_at","Trim10","19824","ENSMUSG00000073400","tripartite motif-containing 10"
"841","1423645_a_at","Ddx5","13207","ENSMUSG00000020719","DEAD box helicase 5"
"842","1453239_a_at","Ankrd22","52024","ENSMUSG00000024774","ankyrin repeat domain 22"
"843","1439200_x_at","Erdr1x","170942","ENSMUSG00000096768","erythroid differentiation regulator 1 x"
"844","1439200_x_at","Erdr1x","170942","ENSMUSG00000095562","erythroid differentiation regulator 1 x"
"845","1451141_at","Mettl8","228019","ENSMUSG00000041975","methyltransferase 8, methylcytidine"
"846","1452301_at","Aldh3b1","67689","ENSMUSG00000024885","aldehyde dehydrogenase 3 family, member B1"
"847","1427983_at","Zfp280c","208968","ENSMUSG00000036916","zinc finger protein 280C"
"848","1429461_at","Ints2","70422","ENSMUSG00000018068","integrator complex subunit 2"
"849","1451125_at","Paip2b","232164","ENSMUSG00000045896","poly(A) binding protein interacting protein 2B"
"850","1416708_a_at","Gramd1a","52857","ENSMUSG00000001248","GRAM domain containing 1A"
"851","1455972_x_at","Hadh","15107","ENSMUSG00000027984","hydroxyacyl-Coenzyme A dehydrogenase"
"852","1454733_at","Nod1","107607","ENSMUSG00000038058","nucleotide-binding oligomerization domain containing 1"
"853","1438429_at","2610319H10Rik","72505",NA,"RIKEN cDNA 2610319H10 gene"
"854","1450897_at","Arhgap5","11855","ENSMUSG00000035133","Rho GTPase activating protein 5"
"855","1435274_at","Spopl","76857","ENSMUSG00000026771","speckle-type BTB/POZ protein-like"
"856","1452646_at","Trp53inp2","68728","ENSMUSG00000038375","transformation related protein 53 inducible nuclear protein 2"
"857","1425531_at","Znhit1","70103","ENSMUSG00000059518","zinc finger, HIT domain containing 1"
"858","1430005_a_at","Batf2","74481","ENSMUSG00000039699","basic leucine zipper transcription factor, ATF-like 2"
"859","1434148_at","Tcf4","21413","ENSMUSG00000053477","transcription factor 4"
"860","1434920_a_at","Evl","14026","ENSMUSG00000021262","Ena-vasodilator stimulated phosphoprotein"
"861","1425947_at","Ifng","15978","ENSMUSG00000055170","interferon gamma"
"862","1419103_a_at","Abhd6","66082","ENSMUSG00000025277","abhydrolase domain containing 6"
"863","1436395_at","Card6","239319","ENSMUSG00000041849","caspase recruitment domain family, member 6"
"864","1434333_a_at","Prkd2","101540","ENSMUSG00000041187","protein kinase D2"
"865","1418392_a_at","Gbp3","55932","ENSMUSG00000028268","guanylate binding protein 3"
"866","1424200_s_at","Seh1l","72124","ENSMUSG00000079614","SEH1-like (S. cerevisiae"
"867","1428531_at","Ints7","77065","ENSMUSG00000037461","integrator complex subunit 7"
"868","1423272_at","Polg","18975","ENSMUSG00000039176","polymerase (DNA directed), gamma"
"869","1437378_x_at","Scarb1","20778","ENSMUSG00000037936","scavenger receptor class B, member 1"
"870","1419574_at","Zfp292","30046","ENSMUSG00000039967","zinc finger protein 292"
"871","1428651_at","Klhl24","75785","ENSMUSG00000062901","kelch-like 24"
"872","1418293_at","Ifit2","15958","ENSMUSG00000045932","interferon-induced protein with tetratricopeptide repeats 2"
"873","1423569_at","Gatm","67092","ENSMUSG00000027199","glycine amidinotransferase (L-arginine:glycine amidinotransferase)"
"874","1416309_at","Nusap1","108907","ENSMUSG00000027306","nucleolar and spindle associated protein 1"
"875","1437985_a_at","2310061I04Rik","69662","ENSMUSG00000050705","RIKEN cDNA 2310061I04 gene"
"876","1416443_a_at","Sae1","56459","ENSMUSG00000052833","SUMO1 activating enzyme subunit 1"
"877","1452994_at","Pikfyve","18711","ENSMUSG00000025949","phosphoinositide kinase, FYVE type zinc finger containing"
"878","1434301_at","Lratd2","399603","ENSMUSG00000072568","LRAT domain containing 1"
"879","1436217_at","Zfp148","22661","ENSMUSG00000022811","zinc finger protein 148"
"880","1429155_at","Cfap97","66756","ENSMUSG00000031631","cilia and flagella associated protein 97"
"881","1421217_a_at","Lgals9","16859","ENSMUSG00000001123","lectin, galactose binding, soluble 9"
"882","1423954_at","C3","12266","ENSMUSG00000024164","complement component 3"
"883","1460363_at","Tnrc6c","217351","ENSMUSG00000025571","trinucleotide repeat containing 6C"
"884","1456795_at","Bend4","666938","ENSMUSG00000092060","BEN domain containing 4"
"885","1455285_at","Slc31a1","20529","ENSMUSG00000066150","solute carrier family 31, member 1"
"886","1433530_at","Rpl41","67945","ENSMUSG00000093674","ribosomal protein L41"
"887","1434390_at","Hnrnpu","51810","ENSMUSG00000039630","heterogeneous nuclear ribonucleoprotein U"
"888","1436740_at","2610005L07Rik","381598","ENSMUSG00000121345","cadherin 11 pseudogene"
"889","1428727_at","Cep192","70799","ENSMUSG00000024542","centrosomal protein 192"
"890","1449947_s_at","Zfhx3","11906","ENSMUSG00000038872","zinc finger homeobox 3"
"891","1427146_at","Carns1","107239","ENSMUSG00000075289","carnosine synthase 1"
"892","1434027_at","Rcan3","53902","ENSMUSG00000059713","regulator of calcineurin 3"
"893","1436222_at","Gas5","14455","ENSMUSG00000053332","growth arrest specific 5"
"894","1415758_at","Fryl","72313","ENSMUSG00000070733","FRY like transcription coactivator"
"895","1419586_at","Rp2","19889","ENSMUSG00000060090","retinitis pigmentosa 2 homolog"
"896","1446929_at","D130062J21Rik","100038651",NA,"RIKEN cDNA D130062J21 gene"
"897","1455816_a_at","Kctd3","226823","ENSMUSG00000026608","potassium channel tetramerisation domain containing 3"
"898","1420979_at","Pak1","18479","ENSMUSG00000030774","p21 (RAC1) activated kinase 1"
"899","1438855_x_at","Tnfaip2","21928","ENSMUSG00000021281","tumor necrosis factor, alpha-induced protein 2"
"900","1445897_s_at","Ifi35","70110","ENSMUSG00000010358","interferon-induced protein 35"
"901","1424903_at","Kdm5d","20592","ENSMUSG00000056673","lysine demethylase 5D"
"902","1426459_s_at","Rimoc1","106064","ENSMUSG00000041935","RAB7A interacting MON1-CCZ1 complex subunit 1"
"903","1417062_at","Armc10","67211","ENSMUSG00000038525","armadillo repeat containing 10"
"904","1435004_at","Pank4","269614","ENSMUSG00000029056","pantothenate kinase 4"
"905","1451716_at","Mafb","16658","ENSMUSG00000074622","MAF bZIP transcription factor B"
"906","1423103_at","Rfx5","53970","ENSMUSG00000005774","regulatory factor X, 5 (influences HLA class II expression)"
"907","1434088_at","Zkscan17","268417","ENSMUSG00000020472","zinc finger with KRAB and SCAN domains 17"
"908","1426556_at","Zfp280d","235469","ENSMUSG00000038535","zinc finger protein 280D"
"909","1426907_s_at","Dhx57","106794","ENSMUSG00000035051","DExH-box helicase 57"
"910","1420865_at","Zbtb14","22666","ENSMUSG00000049672","zinc finger and BTB domain containing 14"
"911","1422748_at","Zeb2","24136","ENSMUSG00000026872","zinc finger E-box binding homeobox 2"
"912","1449633_s_at","Nt5c3b","68106","ENSMUSG00000017176","5'-nucleotidase, cytosolic IIIB"
"913","1416731_at","Top2b","21974","ENSMUSG00000017485","topoisomerase (DNA) II beta"
"914","1449025_at","Ifit3","15959","ENSMUSG00000074896","interferon-induced protein with tetratricopeptide repeats 3"
"915","1418751_at","Sit1","54390","ENSMUSG00000028460","suppression inducing transmembrane adaptor 1"
"916","1448319_at","Akr1b1","11677","ENSMUSG00000001642","aldo-keto reductase family 1 member B"
"917","1421164_a_at","Arhgef1","16801","ENSMUSG00000040940","Rho guanine nucleotide exchange factor 1"
"918","1452785_at","Timm21","67105","ENSMUSG00000024645","translocase of inner mitochondrial membrane 21"
"919","1424339_at","Oasl1","231655","ENSMUSG00000041827","2'-5' oligoadenylate synthetase-like 1"
"920","1422483_a_at","Cycs","13063","ENSMUSG00000063694","cytochrome c, somatic"
"921","1433648_at","Spag9","70834","ENSMUSG00000020859","sperm associated antigen 9"
"922","1428883_at","Maco1","66146","ENSMUSG00000028826","macoilin 1"
"923","1456377_x_at","Limd2","67803","ENSMUSG00000040699","LIM domain containing 2"
"924","1430417_s_at","Neurl4","216860","ENSMUSG00000047284","neuralized E3 ubiquitin protein ligase 4"
"925","1434648_a_at","Ccm2","216527","ENSMUSG00000000378","cerebral cavernous malformation 2"
"926","1431609_a_at","Acp5","11433","ENSMUSG00000001348","acid phosphatase 5, tartrate resistant"
"927","1427757_at","Igk-V21","692179",NA,"immunoglobulin kappa chain variable 21 (V21)"
"928","1443721_x_at","Sbno2","216161","ENSMUSG00000035673","strawberry notch 2"
"929","1452430_s_at","Srsf1","110809","ENSMUSG00000018379","serine and arginine-rich splicing factor 1"
"930","1427752_a_at","Trbv29","100124698","ENSMUSG00000076480","T cell receptor beta, variable 29"
"931","1434510_at","Papss2","23972","ENSMUSG00000024899","3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"932","1415703_at","Huwe1","59026","ENSMUSG00000025261","HECT, UBA and WWE domain containing 1"
"933","1418301_at","Irf6","54139","ENSMUSG00000026638","interferon regulatory factor 6"
"934","1448678_at","Fam118a","73225","ENSMUSG00000022434","family with sequence similarity 118, member A"
"935","1457285_at","Zscan26","432731","ENSMUSG00000022228","zinc finger and SCAN domain containing 26"
"936","1417168_a_at","Usp2","53376","ENSMUSG00000032010","ubiquitin specific peptidase 2"
"937","1433977_at","Hs3st3b1","54710","ENSMUSG00000070407","heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1"
"938","1436184_at","Zfp512b","269401","ENSMUSG00000000823","zinc finger protein 512B"
"939","1454872_at","Pds5a","71521","ENSMUSG00000029202","PDS5 cohesin associated factor A"
"940","1418927_a_at","Habp4","56541","ENSMUSG00000021476","hyaluronic acid binding protein 4"
"941","1449984_at","Cxcl2","20310","ENSMUSG00000058427","C-X-C motif chemokine ligand 2"
"942","1424375_s_at","Gimap4","107526","ENSMUSG00000054435","GTPase, IMAP family member 4"
"943","1426894_s_at","Eeig1","98952","ENSMUSG00000039157","estrogen-induced osteoclastogenesis regulator 1"
"944","1451564_at","Parp14","547253","ENSMUSG00000034422","poly (ADP-ribose) polymerase family, member 14"
"945","1417010_at","Zbtb18","30928","ENSMUSG00000063659","zinc finger and BTB domain containing 18"
"946","1448861_at","Traf5","22033","ENSMUSG00000026637","TNF receptor-associated factor 5"
"947","1447541_s_at","Itgae","16407","ENSMUSG00000005947","integrin alpha E, epithelial-associated"
"948","1437404_at","Mast4","328329","ENSMUSG00000034751","microtubule associated serine/threonine kinase family member 4"
"949","1427327_at","Pilra","231805","ENSMUSG00000046245","paired immunoglobin-like type 2 receptor alpha"
"950","1449059_a_at","Oxct1","67041","ENSMUSG00000022186","3-oxoacid CoA transferase 1"
"951","1433475_a_at","Fam8a1","97863","ENSMUSG00000069237","family with sequence similarity 8, member A1"
"952","1443771_x_at","Smad7","17131","ENSMUSG00000025880","SMAD family member 7"
"953","1434675_at","Zfp763","73451","ENSMUSG00000067430","zinc finger protein 763"
"954","1426816_at","Bicdl1","75665","ENSMUSG00000041609","BICD family like cargo adaptor 1"
"955","1424039_at","Saraf","67887","ENSMUSG00000031532","store-operated calcium entry-associated regulatory factor"
"956","1455021_at","Gabbr1","54393","ENSMUSG00000024462","gamma-aminobutyric acid type B receptor subunit 1"
"957","1448187_at","Pold1","18971","ENSMUSG00000038644","polymerase (DNA directed), delta 1, catalytic subunit"
"958","1452279_at","Cfp","18636","ENSMUSG00000001128","complement factor properdin"
"959","1447678_at","Hsd17b14","66065","ENSMUSG00000030825","hydroxysteroid (17-beta) dehydrogenase 14"
"960","1447818_x_at","Rhebl1","69159","ENSMUSG00000023755","Ras homolog enriched in brain like 1"
"961","1419060_at","Gzmb","14939","ENSMUSG00000015437","granzyme B"
"962","1421144_at","Rpgrip1","77945","ENSMUSG00000057132","retinitis pigmentosa GTPase regulator interacting protein 1"
"963","1448568_a_at","Slc20a1","20515","ENSMUSG00000027397","solute carrier family 20, member 1"
"964","1435203_at","Man2a2","140481","ENSMUSG00000038886","mannosidase 2, alpha 2"
"965","1417075_at","Fam136a","66488","ENSMUSG00000057497","family with sequence similarity 136, member A"
"966","1431050_at","Rps6ka5","73086","ENSMUSG00000021180","ribosomal protein S6 kinase, polypeptide 5"
"967","1415682_at","Xpo7","65246","ENSMUSG00000022100","exportin 7"
"968","1423986_a_at","Shisa5","66940","ENSMUSG00000025647","shisa family member 5"
"969","1434746_at","Mga","29808","ENSMUSG00000033943","MAX gene associated"
"970","1418183_a_at","Cyth1","19157","ENSMUSG00000017132","cytohesin 1"
"971","1449037_at","Crem","12916","ENSMUSG00000063889","cAMP responsive element modulator"
"972","1454714_x_at","Phgdh","236539","ENSMUSG00000053398","3-phosphoglycerate dehydrogenase"
"973","1451103_at","Haus4","219072","ENSMUSG00000022177","HAUS augmin-like complex, subunit 4"
"974","1428968_at","Cep57","74360","ENSMUSG00000031922","centrosomal protein 57"
"975","1430154_at","Vps13a","271564","ENSMUSG00000046230","vacuolar protein sorting 13A"
"976","1416249_at","Nadk","192185","ENSMUSG00000029063","NAD kinase"
"977","1429201_at","Cyld","74256","ENSMUSG00000036712","CYLD lysine 63 deubiquitinase"
"978","1428029_a_at","H2az2","77605","ENSMUSG00000041126","H2A.Z histone variant 2"
"979","1433624_at","Prrc2b","227723","ENSMUSG00000039262","proline-rich coiled-coil 2B"
"980","1416382_at","Ctsc","13032","ENSMUSG00000030560","cathepsin C"
"981","1433497_at","Aqr","11834","ENSMUSG00000040383","aquarius"
"982","1433640_at","Fubp1","51886","ENSMUSG00000028034","far upstream element (FUSE) binding protein 1"
"983","1416915_at","Msh6","17688","ENSMUSG00000005370","mutS homolog 6"
"984","1418191_at","Usp18","24110","ENSMUSG00000030107","ubiquitin specific peptidase 18"
"985","1418206_at","Sdf2l1","64136","ENSMUSG00000022769","stromal cell-derived factor 2-like 1"
"986","1437476_at","Rrm2b","382985","ENSMUSG00000022292","ribonucleotide reductase M2 B (TP53 inducible)"
"987","1452099_at","Utp25","215193","ENSMUSG00000016181","UTP25 small subunit processome component"
"988","1460203_at","Itpr1","16438","ENSMUSG00000030102","inositol 1,4,5-trisphosphate receptor 1"
"989","1426242_at","Polr2a","20020","ENSMUSG00000005198","polymerase (RNA) II (DNA directed) polypeptide A"
"990","1427857_x_at","Igkv19-93","692161","ENSMUSG00000098814","immunoglobulin kappa chain variable 19-93"
"991","1453864_at","Rdh14","105014","ENSMUSG00000020621","retinol dehydrogenase 14 (all-trans and 9-cis)"
"992","1435149_at","Plcg1","18803","ENSMUSG00000016933","phospholipase C, gamma 1"
"993","1448436_a_at","Irf1","16362","ENSMUSG00000018899","interferon regulatory factor 1"
"994","1437008_x_at","Tmem109","68539","ENSMUSG00000034659","transmembrane protein 109"
"995","1448575_at","Il7r","16197","ENSMUSG00000003882","interleukin 7 receptor"
"996","1431296_at","Gpr15","71223","ENSMUSG00000047293","G protein-coupled receptor 15"
"997","1421304_at","Klra2","16633","ENSMUSG00000030187","killer cell lectin-like receptor, subfamily A, member 2"
