"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"790","1451562_at","Ggact","223267","ENSMUSG00000041625","gamma-glutamylamine cyclotransferase"
"791","1428346_at","Trafd1","231712","ENSMUSG00000042726","TRAF type zinc finger domain containing 1"
"792","1447818_x_at","Rhebl1","69159","ENSMUSG00000023755","Ras homolog enriched in brain like 1"
"793","1437152_at","Mex3b","108797","ENSMUSG00000057706","mex3 RNA binding family member B"
"794","1426808_at","Lgals3","16854","ENSMUSG00000050335","lectin, galactose binding, soluble 3"
"795","1452994_at","Pikfyve","18711","ENSMUSG00000025949","phosphoinositide kinase, FYVE type zinc finger containing"
"796","1448700_at","G0s2","14373","ENSMUSG00000009633","G0/G1 switch gene 2"
"797","1451068_s_at","Rps25","75617","ENSMUSG00000009927","ribosomal protein S25"
"798","1455181_at","Rasa2","114713","ENSMUSG00000032413","RAS p21 protein activator 2"
"799","1448383_at","Mmp14","17387","ENSMUSG00000000957","matrix metallopeptidase 14 (membrane-inserted)"
"800","1423130_a_at","Srsf5","20384","ENSMUSG00000021134","serine and arginine-rich splicing factor 5"
"801","1455046_a_at","Pogz","229584","ENSMUSG00000038902","pogo transposable element with ZNF domain"
"802","1426700_a_at","Pan2","103135","ENSMUSG00000005682","PAN2 poly(A) specific ribonuclease subunit"
"803","1448691_at","Ubqln4","94232","ENSMUSG00000008604","ubiquilin 4"
"804","1437375_at","Rfx3","19726","ENSMUSG00000040929","regulatory factor X, 3 (influences HLA class II expression)"
"805","1452186_at","Rbm5","83486","ENSMUSG00000032580","RNA binding motif protein 5"
"806","1450446_a_at","Socs1","12703","ENSMUSG00000038037","suppressor of cytokine signaling 1"
"807","1437202_at","Mysm1","320713","ENSMUSG00000062627","myb-like, SWIRM and MPN domains 1"
"808","1450444_a_at","Nr1h3","22259","ENSMUSG00000002108","nuclear receptor subfamily 1, group H, member 3"
"809","1429520_a_at","Acer3","66190","ENSMUSG00000030760","alkaline ceramidase 3"
"810","1450066_at","Ubr1","22222","ENSMUSG00000027272","ubiquitin protein ligase E3 component n-recognin 1"
"811","1424556_at","Pycr1","209027","ENSMUSG00000025140","pyrroline-5-carboxylate reductase 1"
"812","1452732_at","Asprv1","67855","ENSMUSG00000033508","aspartic peptidase, retroviral-like 1"
"813","1435333_at","Ndufaf4","68493","ENSMUSG00000028261","NADH:ubiquinone oxidoreductase complex assembly factor 4"
"814","1451905_a_at","Mx1","17857","ENSMUSG00000000386","MX dynamin-like GTPase 1"
"815","1457264_at","Phf20l1","239510","ENSMUSG00000072501","PHD finger protein 20-like 1"
"816","1435137_s_at","1200015M12Rik","71739",NA,"RIKEN cDNA 1200015M12 gene"
"817","1448618_at","Mvp","78388","ENSMUSG00000030681","major vault protein"
"818","1419714_at","Cd274","60533","ENSMUSG00000016496","CD274 antigen"
"819","1431055_a_at","Snx10","71982","ENSMUSG00000038301","sorting nexin 10"
"820","1425216_at","Ffar2","233079","ENSMUSG00000051314","free fatty acid receptor 2"
"821","1453013_at","Zfp740","68744","ENSMUSG00000046897","zinc finger protein 740"
"822","1417665_a_at","Cpsf1","94230","ENSMUSG00000034022","cleavage and polyadenylation specific factor 1"
"823","1456054_a_at","Pum1","80912","ENSMUSG00000028580","pumilio RNA-binding family member 1"
"824","1415822_at","Scd2","20250","ENSMUSG00000025203","stearoyl-Coenzyme A desaturase 2"
"825","1433833_at","Fndc3b","72007","ENSMUSG00000039286","fibronectin type III domain containing 3B"
"826","1449628_s_at","Stard7","99138","ENSMUSG00000027367","StAR related lipid transfer domain containing 7"
"827","1450424_a_at","Il18bp","16068","ENSMUSG00000070427","interleukin 18 binding protein"
"828","1419669_at","Prtn3","19152","ENSMUSG00000057729","proteinase 3"
"829","1448240_at","Mbtps1","56453","ENSMUSG00000031835","membrane-bound transcription factor peptidase, site 1"
"830","1442339_at","Stfa2l1","268885","ENSMUSG00000059657","stefin A2 like 1"
"831","1429031_at","Zfp626","71163","ENSMUSG00000030604","zinc finger protein 626"
"832","1422046_at","Itgam","16409","ENSMUSG00000030786","integrin alpha M"
"833","1423191_at","Fnbp4","55935","ENSMUSG00000008200","formin binding protein 4"
"834","1428669_at","Bmyc","107771","ENSMUSG00000049086","brain expressed myelocytomatosis oncogene"
"835","1452463_x_at","Igk","243469",NA,"immunoglobulin kappa chain complex"
"836","1419722_at","Klk8","259277","ENSMUSG00000064023","kallikrein related-peptidase 8"
"837","1438201_at","Pdp1","381511","ENSMUSG00000049225","pyruvate dehydrogenase phosphatase catalytic subunit 1"
"838","1430131_at","Cr1l","12946","ENSMUSG00000016481","complement C3b/C4b receptor 1 like"
"839","1427329_a_at","Ighm","16019","ENSMUSG00000076617","immunoglobulin heavy constant mu"
"840","1436885_a_at","Cherp","27967","ENSMUSG00000052488","calcium homeostasis endoplasmic reticulum protein"
"841","1429443_at","Cpne4","74020","ENSMUSG00000032564","copine IV"
"842","1425684_at","Akr1b10","67861","ENSMUSG00000061758","aldo-keto reductase family 1, member B10"
"843","1440819_s_at","Szt2","230676","ENSMUSG00000033253","SZT2 subunit of KICSTOR complex"
"844","1448550_at","Lbp","16803","ENSMUSG00000016024","lipopolysaccharide binding protein"
"845","1448148_at","Grn","14824","ENSMUSG00000034708","granulin"
"846","1456253_s_at","Klhl17","231003","ENSMUSG00002076083","kelch-like 17"
"847","1422704_at","Gk","14933","ENSMUSG00000025059","glycerol kinase"
"848","1448263_a_at","Cndp2","66054","ENSMUSG00000024644","CNDP dipeptidase 2"
"849","1435712_a_at","Rps18","20084","ENSMUSG00000008668","ribosomal protein S18"
"850","1448126_at","Sinhcaf","56306","ENSMUSG00000039985","SIN3-HDAC complex associated factor"
"851","1451243_at","Rnpep","215615","ENSMUSG00000041926","arginyl aminopeptidase (aminopeptidase B)"
"852","1449414_at","Zfp53","24132","ENSMUSG00000057409","zinc finger protein 53"
"853","1417190_at","Nampt","59027","ENSMUSG00000020572","nicotinamide phosphoribosyltransferase"
"854","1416393_at","Emg1","14791","ENSMUSG00000004268","EMG1 N1-specific pseudouridine methyltransferase"
"855","1435397_at","Zbtb44","235132","ENSMUSG00000047412","zinc finger and BTB domain containing 44"
"856","1430005_a_at","Batf2","74481","ENSMUSG00000039699","basic leucine zipper transcription factor, ATF-like 2"
"857","1448230_at","Usp10","22224","ENSMUSG00000031826","ubiquitin specific peptidase 10"
"858","1419764_at","Chil3","12655","ENSMUSG00000040809","chitinase-like 3"
"859","1422576_at","Atxn10","54138","ENSMUSG00000016541","ataxin 10"
"860","1420549_at","Gbp2b","14468","ENSMUSG00000040264","guanylate binding protein 2b"
"861","1428681_at","Usf3","207806","ENSMUSG00000068284","upstream transcription factor family member 3"
"862","1449633_s_at","Nt5c3b","68106","ENSMUSG00000017176","5'-nucleotidase, cytosolic IIIB"
"863","1416697_at","Dpp4","13482","ENSMUSG00000035000","dipeptidylpeptidase 4"
"864","1419824_a_at","Aasdh","231326","ENSMUSG00000055923","aminoadipate-semialdehyde dehydrogenase"
"865","1460432_a_at","Eif3e","16341","ENSMUSG00000022336","eukaryotic translation initiation factor 3, subunit E"
"866","1424200_s_at","Seh1l","72124","ENSMUSG00000079614","SEH1-like (S. cerevisiae"
"867","1422506_a_at","Cstb","13014","ENSMUSG00000005054","cystatin B"
"868","1433590_at","Herc3","73998","ENSMUSG00000029804","hect domain and RLD 3"
"869","1451334_at","Ccnq","69109","ENSMUSG00000049489","cyclin Q"
"870","1435550_at","Kmt2d","381022","ENSMUSG00000048154","lysine (K)-specific methyltransferase 2D"
"871","1452922_at","Ppp1r3d","228966","ENSMUSG00000049999","protein phosphatase 1, regulatory subunit 3D"
"872","1434179_at","Kmt2c","231051","ENSMUSG00000038056","lysine (K)-specific methyltransferase 2C"
"873","1424108_at","Glo1","109801","ENSMUSG00000024026","glyoxalase 1"
"874","1424333_at","Trmt10c","52575","ENSMUSG00000044763","tRNA methyltransferase 10C, mitochondrial RNase P subunit"
"875","1459522_s_at","Gyg1","27357","ENSMUSG00000019528","glycogenin 1"
"876","1427903_at","Phpt1","75454","ENSMUSG00000036504","phosphohistidine phosphatase 1"
"877","1423687_a_at","Man2c1","73744","ENSMUSG00000032295","mannosidase, alpha, class 2C, member 1"
"878","1449099_at","Lrba","80877","ENSMUSG00000028080","LPS-responsive beige-like anchor"
"879","1419254_at","Mthfd2","17768","ENSMUSG00000005667","methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase"
"880","1426232_at","Msantd2","235184","ENSMUSG00000042138","Myb/SANT-like DNA-binding domain containing 2"
"881","1439221_s_at","Cd40","21939","ENSMUSG00000017652","CD40 antigen"
"882","1428449_at","Gtf3c2","71752","ENSMUSG00000106864","general transcription factor IIIC, polypeptide 2, beta"
"883","1427050_at","Txndc16","70561","ENSMUSG00000021830","thioredoxin domain containing 16"
"884","1427886_at","Pom121","107939","ENSMUSG00000053293","nuclear pore membrane protein 121"
"885","1452839_at","Dph5","69740","ENSMUSG00000033554","diphthamide biosynthesis 5"
"886","1441589_at","Gm38448","102632682",NA,"predicted gene, 38448"
"887","1424706_at","Zfp51","22709","ENSMUSG00000023892","zinc finger protein 51"
"888","1450009_at","Ltf","17002","ENSMUSG00000032496","lactotransferrin"
"889","1434609_at","Dcaf1","321006","ENSMUSG00000040325","DDB1 and CUL4 associated factor 1"
"890","1448224_at","Tfam","21780","ENSMUSG00000003923","transcription factor A, mitochondrial"
"891","1419665_a_at","Nupr1","56312","ENSMUSG00000030717","nuclear protein transcription regulator 1"
"892","1438675_at","Sfswap","231769","ENSMUSG00000029439","splicing factor SWAP"
"893","1433668_at","Pnrc1","108767","ENSMUSG00000040128","proline-rich nuclear receptor coactivator 1"
"894","1422013_at","Clec4a2","26888","ENSMUSG00000030148","C-type lectin domain family 4, member a2"
"895","1452364_at","Suz12","52615","ENSMUSG00000017548","SUZ12 polycomb repressive complex 2 subunit"
"896","1428696_at","Rftn1","76438","ENSMUSG00000039316","raftlin lipid raft linker 1"
"897","1437542_at","Ikzf2","22779","ENSMUSG00000025997","IKAROS family zinc finger 2"
"898","1419595_a_at","Ggh","14590","ENSMUSG00000073987","gamma-glutamyl hydrolase"
"899","1446929_at","D130062J21Rik","100038651",NA,"RIKEN cDNA D130062J21 gene"
"900","1423131_at","Nsa2","59050","ENSMUSG00000060739","NSA2 ribosome biogenesis homolog"
"901","1436688_x_at","Rpl14","67115","ENSMUSG00000025794","ribosomal protein L14"
"902","1455334_at","Zfp866","330788","ENSMUSG00000043090","zinc finger protein 866"
"903","1428947_at","Mzb1","69816","ENSMUSG00000024353","marginal zone B and B1 cell-specific protein 1"
"904","1454945_at","Cep97","74201","ENSMUSG00000022604","centrosomal protein 97"
"905","1452350_at","Brd8","78656","ENSMUSG00000003778","bromodomain containing 8"
"906","1436898_at","Sfpq","71514","ENSMUSG00000028820","splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)"
"907","1459885_s_at","Cox7c","12867","ENSMUSG00000017778","cytochrome c oxidase subunit 7C"
"908","1450934_at","Eif4a2","13682","ENSMUSG00000022884","eukaryotic translation initiation factor 4A2"
"909","1435906_x_at","Gbp2","14469","ENSMUSG00000028270","guanylate binding protein 2"
"910","1455735_at","Ap1s3","252903","ENSMUSG00000054702","adaptor-related protein complex AP-1, sigma 3"
"911","1428239_at","Ankrd16","320816","ENSMUSG00000047909","ankyrin repeat domain 16"
"912","1456762_at","Gimap6","231931","ENSMUSG00000047867","GTPase, IMAP family member 6"
"913","1427318_s_at","Myof","226101","ENSMUSG00000048612","myoferlin"
"914","1451574_at","Bcl9","77578","ENSMUSG00000038256","B cell CLL/lymphoma 9"
"915","1434082_at","Cdk17","237459","ENSMUSG00000020015","cyclin dependent kinase 17"
"916","1435090_at","Tubgcp6","328580","ENSMUSG00000051786","tubulin, gamma complex associated protein 6"
"917","1438559_x_at","Slc44a2","68682","ENSMUSG00000057193","solute carrier family 44, member 2"
"918","1432195_s_at","Ccnl2","56036","ENSMUSG00000029068","cyclin L2"
"919","1455286_at","Btbd1","83962","ENSMUSG00000025103","BTB domain containing 1"
"920","1436078_at","Fcho1","74015","ENSMUSG00000070000","FCH domain only 1"
"921","1418204_s_at","Aif1","11629","ENSMUSG00000024397","allograft inflammatory factor 1"
"922","1425025_at","Tmem106a","217203","ENSMUSG00000034947","transmembrane protein 106A"
"923","1420822_s_at","Sgpp1","81535","ENSMUSG00000021054","sphingosine-1-phosphate phosphatase 1"
"924","1439956_at","Ms4a6b","69774","ENSMUSG00000024677","membrane-spanning 4-domains, subfamily A, member 6B"
"925","1434520_at","Sc5d","235293","ENSMUSG00000032018","sterol-C5-desaturase"
"926","1438487_s_at","Zzz3","108946","ENSMUSG00000039068","zinc finger, ZZ domain containing 3"
"927","1415703_at","Huwe1","59026","ENSMUSG00000025261","HECT, UBA and WWE domain containing 1"
"928","1416414_at","Emilin1","100952","ENSMUSG00000029163","elastin microfibril interfacer 1"
"929","1418840_at","Pdcd4","18569","ENSMUSG00000024975","programmed cell death 4"
"930","1437204_a_at","Tcf25","66855","ENSMUSG00000001472","transcription factor 25 (basic helix-loop-helix)"
"931","1425562_s_at","Trnt1","70047","ENSMUSG00000013736","tRNA nucleotidyl transferase, CCA-adding, 1"
"932","1433441_at","Fbxl5","242960","ENSMUSG00000039753","F-box and leucine-rich repeat protein 5"
"933","1455402_at","Socs7","192157","ENSMUSG00000038485","suppressor of cytokine signaling 7"
"934","1422869_at","Mertk","17289","ENSMUSG00000014361","MER proto-oncogene tyrosine kinase"
"935","1435002_at","Zfp507","668501","ENSMUSG00000044452","zinc finger protein 507"
"936","1428551_at","Trmt11","73681","ENSMUSG00000019792","tRNA methyltransferase 11"
"937","1449383_at","Adss1","11565","ENSMUSG00000011148","adenylosuccinate synthase 1"
"938","1437184_at","Guf1","231279","ENSMUSG00000029208","GUF1 homolog, GTPase"
"939","1417010_at","Zbtb18","30928","ENSMUSG00000063659","zinc finger and BTB domain containing 18"
"940","1452901_at","Creb1","12912","ENSMUSG00000025958","cAMP responsive element binding protein 1"
"941","1437904_at","Rbm45","241490","ENSMUSG00000042369","RNA binding motif protein 45"
"942","1434380_at","Gbp7","229900","ENSMUSG00000040253","guanylate binding protein 7"
"943","1456792_at","Tbc1d2","381605","ENSMUSG00000039813","TBC1 domain family, member 2"
"944","1453003_at","Sorl1","20660","ENSMUSG00000049313","sortilin-related receptor, LDLR class A repeats-containing"
"945","1436153_a_at","Zmynd11","66505","ENSMUSG00000021156","zinc finger, MYND domain containing 11"
"946","1444090_at","Pram1","378460","ENSMUSG00000032739","PML-RAR alpha-regulated adaptor molecule 1"
"947","1453064_at","Etaa1","68145","ENSMUSG00000016984","Ewing tumor-associated antigen 1"
"948","1452438_s_at","Taf4","228980","ENSMUSG00000039117","TATA-box binding protein associated factor 4"
"949","1460271_at","Trem3","58218","ENSMUSG00000041754","triggering receptor expressed on myeloid cells 3"
"950","1434062_at","Rabgap1l","29809","ENSMUSG00000026721","RAB GTPase activating protein 1-like"
"951","1448398_s_at","Rpl22","19934","ENSMUSG00000028936","ribosomal protein L22"
"952","1457675_at","2510002D24Rik","72307","ENSMUSG00000071632","RIKEN cDNA 2510002D24 gene"
"953","1447432_s_at","Zfp263","74120","ENSMUSG00000022529","zinc finger protein 263"
"954","1430526_a_at","Smarca2","67155","ENSMUSG00000024921","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
"955","1417689_a_at","Pdzk1ip1","67182","ENSMUSG00000028716","PDZK1 interacting protein 1"
"956","1438398_at","Rbm39","170791","ENSMUSG00000027620","RNA binding motif protein 39"
"957","1452952_at","Fam217b","71532","ENSMUSG00000070476","family with sequence similarity 217, member B"
"958","1434390_at","Hnrnpu","51810","ENSMUSG00000039630","heterogeneous nuclear ribonucleoprotein U"
"959","1424339_at","Oasl1","231655","ENSMUSG00000041827","2'-5' oligoadenylate synthetase-like 1"
"960","1435278_at","Sft2d3","67158","ENSMUSG00000044982","SFT2 domain containing 3"
"961","1455817_x_at","Zxdb","668166","ENSMUSG00000073062","zinc finger, X-linked, duplicated B"
"962","1434705_at","Ctbp2","13017","ENSMUSG00000030970","C-terminal binding protein 2"
"963","1418685_at","Tirap","117149","ENSMUSG00000032041","toll-interleukin 1 receptor (TIR) domain-containing adaptor protein"
"964","1416119_at","Txn1","22166","ENSMUSG00000028367","thioredoxin 1"
"965","1450897_at","Arhgap5","11855","ENSMUSG00000035133","Rho GTPase activating protein 5"
"966","1428509_at","Myo1e","71602","ENSMUSG00000032220","myosin IE"
"967","1455035_s_at","Nop56","67134","ENSMUSG00000027405","NOP56 ribonucleoprotein"
"968","1427469_at","Helz","78455","ENSMUSG00000020721","helicase with zinc finger domain"
"969","1421217_a_at","Lgals9","16859","ENSMUSG00000001123","lectin, galactose binding, soluble 9"
"970","1434468_at","Otud4","73945","ENSMUSG00000036990","OTU domain containing 4"
"971","1416289_at","Plod1","18822","ENSMUSG00000019055","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1"
